댓글 작성자,영상 시간,댓글 내용 
XxL̸i̸t̸t̸l̸e̸__C̸o̸o̸k̸i̸e̸xX,56:26,Hi
Gail Horner,56:26,I love you
Micah Jenkins,56:26,you can drive cars
Paisley Jean Cronister,56:26,Please say my name
FROSTY 210,56:26,sniperrrr
rage monster,56:26,Notice me
Michelle Ahuatl,56:26,no
Jodi Branham,56:26,Hi
Mikha Matech,56:27,slow mode is on
yourveryhypermother,56:30,she hasnt lived this in a while-
Francine R,56:30,When the member only is off the chat gets spammed again lol
Ragemaster235's Madmaicer,56:30,omg
Addison_Soto _,56:31,do u have Jules skin???
cookie killer,56:31,i have a qestion
Roberto Berlanga,56:31,Add fireworks Robert please please because I’m your favorite YouTube see you
Jayson Vara,56:31,Hi
MxnsterFN,56:31,YES
ღ Ana 7u7 ღ,56:31,:virtualhug:
Gus Guz_gaming,56:31,PLAYSTATION
Grimilda Delgado,56:32,the vidio stop
Juliana Lopez,56:32,@-@
coolsqurtle yas,56:32,Can I play with u
Syn Deadly,56:32,"Digital, tell sniperwolf that I want to challenge her to a reaper 1v1 in overwatch, I want to see who is a better reaper."
Aaron Tucker,56:32,Can you play Fortnite with me
Josie Wise,56:32,haiiii
Acer Mohamed,56:32,i love you:virtualhug:
jasmine maldonado,56:32,You should stream with Absorber
Kiara Pinto,56:33,it's lia
alesha slime1234,56:33,Notice me please
Darnell Jones,56:34,awesome
Peyton Rabe,56:34,Oof
Itz_Charli :3,56:34,HELLO
maddy white,56:35,lmao
Anjelyn Sanchez,56:36,i LOVE YOUR CHANAL
XxBlueEggsxX Roblox,56:36,Im a great fan!
Theo L.T.,56:37,lia cool
Savannah Watts,56:37,I died
Ndndn Jdndir,56:37,lol
Lizeth Acevedo,56:38,me too
Pikachu Pikachu,56:38,HI SSSNIPERWOLF!!!!!!!!!!!!!!! IM SO HAPPY!!!!!! EEEEEEEEEEK PLEASE SAY HELLO!!! #HI
Shadow King,56:38,Live event
Mythical Magic,56:38,hii
Anna Navarro,56:38,;-;
Gilline Medroso,56:39,poo poo 🙂
Ashley Lee,56:39,hi
Freya Maido,56:40,:yt:
Ella plays Roblox,56:40,Lmao
Blurry girl Forbes,56:40,Army sniper wolf
K5L3B,56:40,Hi
lil nerds rope the boi,56:40,its mine on monday
Shyniece Sims,56:40,I am a big fan
Kyle Ramirez,56:41,my guns dont load too
Paisley Jean Cronister,56:41,Please say my name
XDelgun23XX,56:41,Come on Sniper use that aim assist
Jazmine Buxton,56:41,you just killed me
Sam !!!,56:42,ps5
Jazmin Rosales,56:42,can you say hi jazmin🥺
seiki !,56:42,happens to my pc
Syn Deadly,56:42,"Digital, tell sniperwolf that I want to challenge her to a reaper 1v1 in overwatch, I want to see who is a better reaper."
jason westgard,56:44,play more on video please i wanna watch you get better
Balsem Barhoumi,56:44,sssssniper wolf
Lily Guebara,56:45,i love you
Jose Jimenez,56:45,thicc
Nchare Raima,56:45,Hi
LeGirl Playzz,56:45,Lia please notice me
Malia Jones,56:46,OMG IVE BEEN WAITING YESS
Amber Graning,56:47,plz notis me senpai
Nalaya Washington,56:47,Hi I am a fan aaaaaah
Chris Zuniga,56:47,😎
Divine Hunt,56:47,HII
Starlight Dreamer,56:47,you have brought back the gaming 😺
Neighborhood sisters,56:47,yes
Azaria Daniel,56:48,happy birthday everyone! lias live
GAMER GIRL,56:48,what you looking at
Stacey Flynn,56:49,Slow down
Owen Stanyon,56:49,lia does your channel have a night bot
Virgilio Tivane,56:49,ps4 woow
Lwandile Khuzwayo,56:49,I love your vids
Petra Beltran,56:50,bandage
DanielPyxlCool,56:50,how long has it been. since u live
Rebecca Lake,56:50,Hi
Easle gacha,56:50,ahhh nuuu
Camille Hoang,56:50,I’m. So. Happy. Right. Now
hxmda,56:55,:shelterin:
Sahra Mohamed,56:56,I luv u sniper
Orange Lemonade,56:56,my guns are the same! they take awhile to load for some reason
Jennifer Groendyk,56:56,Snippet please say hi
Lisa Jennings,56:56,hello
Tofuisnot Rice,56:56,promised neverland
G H,56:57,btw digitalnex is also streaming right now
Malcolm Kombo,56:57,there are cars
Gilline Medroso,56:57,HEY GURL
ღ Ana 7u7 ღ,56:57,Love u ❤️🎉😘
Sheimy Solis,56:57,hi
Ana,56:57,Hiiiiiii!!!!
Larry Davis,56:57,oops I didn't mean to say that xD
kanze Nasr,56:57,get more pepper
Ostrich,56:57,My dog's name is banana
love gang,56:57,yo drive lam
RJ,56:58,your my favorite youtuber
Zuki Tsetswa,56:58,hi
Lizbet Casanas,56:59,lol
Tara Farahnak,57:00,"Luv u, Lia!!!!!!!!"
Emma Stanley,57:00,Why’d you do that to your BIGEST FAN’S :O? 😞
Lexi Powney,57:00,What is scp did u say that!!!!????
Carl De Klerk,57:01,hi
stephanie rose,57:01,lazy is like tilted
Casey Sterner,57:01,:yt:
cassandra garcia,57:01,ilysm ilysm ilysm
Maria Nunez,57:02,meh
_Vibe.Editz_,57:02,USESSS CARRRRRRRRRRRRR
Avery Estes,57:02,please shout mee pleaseee i love youuu
mumbo jumbo4069ontiktok,57:02,can I play plssssss🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏
Megan Wang,57:02,I came at the right time-
Michael Musonda,57:02,hi sss
Sally Mahmoud,57:03,sniper
Loida Jerusalem,57:03,I love ya
Kiyah For life,57:03,SS sniper wolf may you please do more riddles or animations
Lara Keston,57:03,I have to go 😢 bye
Marley Lilly,57:03,you are so good love you so much
Sarah Pini,57:03,hii
Sharon Thomas,57:03,karen
Nalaya Washington,57:04,You are amazing aaaaaah
cesar c,57:04,hii
Xniya Gang,57:04,Hi hi hi
Daniella playz,57:04,big fan
Abigail Seaton,57:05,heyyyy
katara,57:05,😐
Mary Pagulayan,57:06,ahhhhhhhhhhhhhhhhhh HI 😀
jasmine maldonado,57:06,You should stream with Absorber
pink flxral,57:06,guys top simping
XxPink_PearlxX,57:06,I'm sorry I would buy member or superchat but I have no money:chillwcat:
Kil Kami,57:06,Are you senpai
Jay Beharry,57:06,:yougotthis:
XxSerinity the KittyxX,57:07,REEEEEE
AbsoluteAsh3964,57:07,Hello! Have a nice day and stay safe everyone!
Emma Gardener-Haig,57:07,Hi
Mandy Moulton,57:07,hi
ItZMxrissa,57:08,Hiii
Cherryl Roosveld,57:08,hii sniperwolf
Imbad atgacha,57:08,hiii omg i love ur vids
Abdulla Ahmed Abdulsalam Abdulla Naqi,57:08,Hi
bxsybees_ *,57:09,hello there
Alana Trammell,57:09,LOVE U SSSNIPERWOLF
rodger rodger,57:09,hey
Tt Gaming,57:09,love you
Mojisola Ogunmola,57:09,poor house:buffering::buffering:
100 subscribers with one video challenge,57:10,Say hi Lana
ILOVEDOGS,57:10,XD
Lizbet Casanas,57:10,omg live
Besma Y,57:10,Hi wut goin on
Sarah Bedient,57:10,BIG FAN SHOUT ME OUT
Michael Musonda,57:11,hi sss
Colton Smith,57:15,Hey Sssniperwolf
Shawn Machado-Singh,57:15,Hi
Let's Play Roblox,57:16,hi
Green Gamer,57:16,can I play with you
injy ayman,57:16,PLZ MEMBERS
Woow I’m Soopid,57:17,Hi
Sani FN,57:17,i love your vids
Janice Mutter,57:17,Your my best veiw
Professor Games,57:17,Can I play with you
Ayaeze Emmanuel,57:17,hi sssniperwolf
Rxvenge_Asome,57:18,Have you and did you do next ever gotten to
Gamer Laceface,57:18,hiii
Clumsy Fool,57:18,yur health was at 69 before those bandages
Modscraft YT,57:18,sniper
Edgardo Juardo,57:18,hi
Jessica Parker,57:18,I love you so much
Sarah Pini,57:18,I love u u great
Tina Burson,57:19,LIA
Anahit Amiryan,57:19,:yt:
Sarah Bedient,57:19,BIG FAN SHOUT ME OUT
GDS Playz,57:19,Drive a car
Secret Foox,57:20,:chillwdog::shelterin:
Stella McGarry,57:20,I love ur vids
Agent Athena,57:20,BONOD
lil nerds rope the boi,57:20,sing happy birthday please
it's your girl Layla,57:20,hi
Fxkes,57:20,Ask wolf???
Julia Curiel,57:20,i belive you can win 😀
Marvin Rodriguez,57:21,Lei
Renate Beisswenger-Mooney,57:21,Hi
Daniel Perez,57:21,i Love your videos
Pooferpish,57:21,ill shut up if ull slow down
Precious Young,57:21,Hi sniperwolf
Sean Boggs,57:21,Hi ssniper
Jake Abbott,57:21,Hi
scarlett Lexi,57:22,I love you so much your my inspiration every single day!
layla Amleh,57:22,Hi
Silvia Montelongo,57:22,:goodvibes:
Christine Lawrence,57:22,why i wahting this if my sis duz not lt my play
Marissa Quenzer,57:23,Are you guys dating
Chaya Almonte,57:24,So amazing gurl
Anand Ramsamooj,57:24,welcome new members
Princess Ki Ki,57:24,I love watching your videos 💖
Samantha Schiefelbein,57:24,I play on PS4 aswell
Sibani Mkhize,57:24,omg
Ami D’ lilah,57:25,Car!
Phloxy Chan,57:25,Crazy fans be like NotICE mEH sEnPAi
Jessica Snyder,57:26,My dogs name is deuce
Sabina Bontemps,57:26,k
Itz_Charli :3,57:26,LETS PLAY FORTNITE
Celeste Pace,57:26,Hiiiiiiiiiiiiii:elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough:
joacim ericson,57:26,I love your videos so much💕💕💕💕💕
Michael Musonda,57:26,hi sss
Feng Lin,57:26,srry but i have to go bye!!
Starynightgiri,57:27,@:(
ϗϟβκ†,57:27,lol in the chat
Lucy HR,57:27,:elbowcough::videocall::chillwdog:
Viktoria Landelius-Simon,57:27,omggg
Baby girl,57:28,😔
Sahra Mohamed,57:28,I luv u sniper
Mia Orozco,57:29,Omg 😆
Fishlegend 21,57:29,simps
SP - 05AN - Kindree PS (1570),57:30,Her fav gun in the game is a sniper UwU
Abigail kwee,57:30,get the car
Latrell Scott,57:31,you can throw stuff
Chicken is goat,57:31,!hours
Lily Lester-Brooks,57:32,Hi
Shereen Abdulqader,57:32,SNEEPER WOLFE LOVE YOOOOOOOU
Valerie Bernal,57:32,what is your 😶📖 facebook
Jacki Grant,57:33,hi Hi
Blake Powers,57:33,Hi
Amanda Geddes,57:37,Ilysm NOTICE ME 👀
Emma Zelaya Zelaya,57:37,hi
Gilline Medroso,57:37,WOW U HAVE BEEN LIVE FOR AN HOUR
Abigail Cooper,57:37,Hola
BowserJr68,57:37,love your videos
Huge fan of Sssniperwolf,57:37,Hiiiiiii Sssniperwolf
PuddingPaw Productions,57:37,delicious
Titanic,57:37,🥦
ileana vinod,57:38,plz
Funny Without Money,57:38,I lev. You
Rhysterrock Loves cookies,57:39,Z
fem Hinata,57:41,I fell off my bed because of a spider
Rebecca Gonzales,57:41,bye Lia I'm going. to watch your videos
Jeffrey Huang,57:41,GO LIA
Logan Carter,57:41,"I JUST BOUGHT MERCH! THE SWEATSHIRT, SWEATPANTS AND WHITE PHONE CASE! ILY LIA! I can’t afford to be a member so that sad 🥺"
Charchar_xox,57:42,Get car
Justice_ Equine,57:43,👁👄👁
Justin Woodruff,57:43,ko
Nia Anup Kumar,57:43,Can I have a collab???
Christine Lawrence,57:43,ty
Zenab Faiz,57:44,DO MORE LIFE STRMESS PLS!!!
"in God we trust, gacha tuber",57:44,collab with reaction time 😱
Garland Taylor,57:44,Hiii
Martina Lengyelová - Šagúlová,57:47,hiiiiiiii
Denis XD,57:47,noob
EJ Games,57:48,Hi Lia I’m a big fan
Serenity Mes,57:48,🐺 hi
Landon Soto-Cardinal,57:48,get a car
Anand sunar,57:48,Nimesh
Bri1 Bri1,57:48,snipper do u reAd chats
LEGO Ninjago,57:49,Get a car
Michael Musonda,57:49,hi sss
Lorrie Bickings,57:49,hi <3 you
Peely,57:49,I’m watching you and digital
Jasper- Gamer1234,57:50,get a car
Remington Jurkovich,57:51,:yougotthis::yougotthis::yougotthis:
Mountin Laurel's Adventures,57:51,i love yoyr channel
Cyber Hunter,57:52,car
Nicolas Villalpando,57:52,did u know u can drive tha
C Douglas,57:53,Hi Gianna
Precious Young,57:53,I’m a kid this is my mom s account
MARIAH ROSSEL,57:53,hii :3
gacha Wolf,57:53,omgg im on your live
Innocent Dylan,57:53,Hey
Anand sunar,57:54,Nimesh
Dennis Perez,57:54,drive a car
Mervin Guzman,57:54,Hi
FrozenFriedChicken,57:54,"I never really watch fortnite (I mostly play it rather than watch), but your fortnite videos are great"
joey quinones,57:56,hiiii
Xjesus 6520X,57:57,ee
Cloudyii Aestheticz,57:57,:yougotthis:
Scp Lord,57:57,Car
Charchar_xox,57:57,Car
Ava'sEverything,57:58,i'm back!!!
Harp_ Angle,57:59,Get a 🚗
Uraraka Pup,57:59,Hi
Anjelyn Sanchez,57:59,🌹
M̊i̊d̊n̊i̊g̊h̊t̊ L̊åz̊ẙ,57:59,hi
ROYAL SCENTS,57:59,haha
Gacha Sky,58:00,hello person
Familia Ojeda Bertran,58:00,🤣😂😅😐
gr joe,58:00,OwO
Aksel Fun gaming,58:00,Love the videos
Madhuri Kar,58:02,Play in creative mode
Justice_ Equine,58:02,👁👄👁
Toca Abc,58:02,Car
FST CraySkep,58:03,"boss fights are at The Autority, Catty Corner And The Fortilla"
jasmine s,58:03,🙂
Jennifer Solomon,58:04,hi
100 subscribers with one video challenge,58:04,SAY HI LANA PLZ
janilca andino,58:04,im in both live streams
Richard Booker,58:04,:washhands:
Janet Biddle,58:04,:goodvibes::goodvibes::goodvibes:
Adam and Meliya G g,58:05,hi:virtualhug:
NAME LESS,58:05,Say my name
Viktoria Landelius-Simon,58:05,love uu
Balsem Barhoumi,58:10,love you so much
Kristianna Lambert,58:11,HIIIIIIIIIIIII LIA
Memegirl,58:11,Who said noob to her
Maddie Pooh,58:11,drive a carrrrrr
Serixfn,58:12,👁👄👁
Luka Bozinovski,58:12,hi
That girl Thea,58:12,Get a car
Christine McFarland,58:12,wow
Christian Hernández,58:13,car
Mija Djukanovic,58:13,u should try playing roblox
AntGL,58:13,headshots do more damage
Semaj06,58:13,Watch u find minis
Tsukiko Chan UwU,58:13,AHHHH SSSNIPERWOLFFF!!!!!!! IM A BIG FANNN
Paiton Eastman-moar,58:13,#cant see half the screen!
Diana Mangum,58:14,Who everyone is your favorite French tutor
wajdan ahmad,58:14,:goodvibes:
Mia Orozco,58:14,I love your vids
zayden loomis,58:14,are you and Jordan still together
OPTIMUS_Viking,58:15,hello
maddy white,58:15,pls notice me
gacha Wolf,58:15,get a car
Toca Abc,58:16,Car
1gosparty,58:16,lia play Sims 4
Eduardo Antonio Rodríguez Isa,58:16,A event
Maddie Hill,58:16,cant belive ur liveee
Hena Omerović,58:16,im a BBIIIIGGGGG fan
coner jeffery,58:17,Cars
Austin Molina,58:17,U forgot about the car
Andrew Stanton,58:17,How many skins do u have?
Jeffrey Huang,58:17,LIA
Tayla Boswell,58:18,pls
Just JoJo,58:18,DRIVE A CARRRRRRRRRRRRRRRR
Jazzy Esquivez,58:18,Hey❤️
Lynx Playz,58:19,HI SSNIPERWOLF
Melquon Bros,58:19,Can I play too:(
Best comment u will ever see in your Gawt damn life,58:19,Snipperwolf NOOOOOOOO!!!
Juve Banuelos,58:19,Hiiiiiiiiiii
Winston Rose,58:19,Pizza rolls
ascaboy Y,58:19,Sup
OPTIMUS_Viking,58:19,Pls see this
gigi _giggle,58:21,car
Granola Bar123,58:21,this is my first time watching a fortnite video
Kala Ramirez,58:21,Carrrrr
Uraraka Pup,58:21,Hi
scarlett Lexi,58:21,i love ouu!!!
Randon Thomas,58:21,The headquarters is the new tilted
Amy C.,58:21,hiiiiiiii
Abubakr Jarjue,58:22,hi
TheGameItself,58:22,can i friend u plz?!
Sam Tameemi,58:23,drive a car
PlayinWitMoe,58:23,fortnite ssniperwolf is back
Briana Christiani,58:23,I was whacing
karen connor,58:23,look behind you
Kiki Brashear,58:24,Try it
Valeria Leon,58:24,hi
This is Fine.,58:24,Does sausage play fortnite? 😂
C Douglas,58:24,Notice me
Peter Hindle-Marsh,58:25,Hi
Kelly Millie,58:25,Omg is sssniperwolf on
Ashley Sanchez,58:25,your ps4 is so LOUD
Charlotte _gachagirl,58:26,Heyy
That girl Thea,58:26,Get a car gate a car
Hena Omerović,58:26,❤️❤️❤️
Mr_Apex _,58:26,the queen is back
Noah Cummings,58:27,Hi
grace sullivan,58:27,pls notice me lia you my fave yter!
Jamie Markogiannakis,58:27,PLZ FET A CAR SNIPERWOLF
Bryan Beltran,58:27,YES!
Shooki Bear,58:28,UwU
Michael Musonda,58:28,hi niper wolf do you have sibling shout out my name
Edwin Garcia,58:28,theres sharks in fornite and they jump out to attack you
Billie Eilish Fan,58:28,your funny :D
Princess Unicorn,58:29,bruh
Candy wolf Candy,58:29,Yay
Just Ayat 21,58:29,yesssss
Just Peachy,58:29,ME NOT KNOWING WHAT FORTNIGHT IS BUT STILL WACHING
caitlin,58:29,ANY WAY DERES A EVENT IN PARTY ROYALE
LINDOP-_-ANDREW,58:30,hi answer I'm a huge fan 😁😂😅
Koala Master,58:30,HI THIS IS MY FIRST TIME I HAVE SEEN ONE OF YOUR LIVE STREAMS
Ashley Lee,58:31,do you play roblox
Bribrithesavage456,58:31,You should play roblox
Ashly Medrano,58:32,I'm playing fortnite too
Martin Siter,58:32,hi i luv luv u so much and i luv ur videos so much
Ben Bills,58:32,･ω･♡
Stealth_ Loudog,58:32,You can drive cars now -w-
xHeavenKawaiix,58:32,"Hi! Lia Im a big fan! I hope you and your friends are doing well during this pandemic! I dont wanna spam because I know you wont notice me, But still! I love your videos keep up the good work!!!! -Lil"
Kuhmar Chance,58:32,1v1
vay _ya' girl,58:33,omg I'm an oh fan
Elizabeth V.T,58:33,snooperwolf
• R O S E •,58:33,:washhands:
Blair WitchCraft,58:33,Ready up button on top so you won’t have to go back to the lobby lia
Andrea G,58:33,Hii
Sheila Playz,58:33,hallo
M H,58:33,Please I love you
Abubakr Jarjue,58:34,oooooooooooo
Dreontae Thomas,58:34,what servers do you play on
Breylon Meduna,58:34,car
Avery Christensen,58:34,Still Live
Angel,58:36,lmao yay a car
MEISHÅ. B,58:36,lia
Catalina Lopez,58:36,senpaiiiii
StonyIsRoblox,58:37,wth
KazooMan Prime,58:37,:chillwcat:
Zoe Gacha,58:37,Hi lia
Noor Tella,58:37,SHTIPER WOLF
Francine R,58:37,YASS
Brenda McArthur,58:37,YAYAYAYAYAY
Chaveli Laulys,58:37,yes
Ocean_ BLUEvids,58:38,Bye love ya
Mariah Mckoy,58:38,SPAM CHAT CARRRRRRRRR
Adaa's Dairy,58:39,oh my god you won't believe but this is the first live I have seen of yours.
Monkeyhawk10 2020,58:39,Hi
Miz Ablaza,58:39,:elbowcough:
Learn More,58:39,You make me sleep
Madeline Hernandez,58:40,:thanksdoc::thanksdoc:
Smiley,58:40,yayyy the caaaaar
Kayla Jones,58:40,digitalnex
Delmie van Wyk,58:41,hi
It’s_Hazuki,58:42,Your the best youtuber ever lia!!!!!!! 👍
Tina Hardy,58:42,Hi
Tara Farahnak,58:42,Pls see this!!!!!!!!!!
Maryam Dogar,58:43,CAR GO CRRRRRRRR
Izzy animates,58:43,yay car
Juderson Zamor,58:43,KET GO
Perfect Quters2,58:44,100000 ❤ for sssniperwolf
Leandra Fisher,58:44,You all are cool but I’m shutting down the chat bye
Casey Dumpleton,58:44,plz upload
Arianna Atkinson,58:44,hai
Elise Chan,58:45,hi lia
Jae Bae,58:45,LIA ILYSM
Marissa Quenzer,58:45,You guys dating or what
Xniya Gang,58:45,Please say my name
The Fox - Gaming & More,58:46,Hey Wolf
Dreontae Thomas,58:46,what servers do you play on
Sian Maskell,58:46,i found more karens soo more karen vids pls
Rose Reyes,58:46,Hiiiii
Ava'sEverything,58:46,oh...now I gotta go my mom make me🥺
Lauren Minong,58:47,My dudes ima watch this when I feel like watching sniperwolf and I haven’t posted
Elijiah Iturbe,58:47,It’s been so long
Nightcore_ Jabar,58:48,go drive safely
Tela Hixon,58:48,Hi
karen connor,58:48,I'm watching you
Mom me,58:48,Lia please say hi ❤🐺
Cynth1a,58:48,HIII
M o o n G a c h a,58:49,Say my name say my name if u love ur fans let me hear uuu
Hailey Gerald,58:49,please play pubg
Elise Chan,58:49,wats up
Noor Tella,58:49,UWU
Christiana Gooding,58:50,Ji
Donny Cortazar,58:51,omg
Erik,58:51,That driving tho.....
Alixand Annie,58:51,Hi 👋
Best comment u will ever see in your Gawt damn life,58:51,I never been on your live channel before sniperwolf. you know what that means?
Awkwardphase Roar,58:52,oof
Janet Biddle,58:52,love you
Vanessa Hilario,58:52,Hi
Roy Mwas,58:53,Stay home Stay safe 😷💓💗💖💞💕💌❣️💟💔💝♥️🖤♥️💘🖤❣️❣️💌👁️👅👁️
Gilline Medroso,58:53,POO PO-
Christine Campbell,58:53,i have watched your vids for 3 or 4 years
Kassandra Short,58:53,thats illegal
Bruh,58:54,Skrrrrr
wolfs alpha,58:54,love u so much
wdrozjr,58:54,Go
syclxne YT,58:54,the radio can play drake
Anyelick Pascual,58:55,Hi
ItzSweatyYT,58:55,Can you post it on you vlog channel
CoolMiner68 _YT,58:55,if u upgrade a purple to a legendary is a bench it will take literal years to finish
My Roblox username Runboyrunoryoudie,58:55,wow I never watched her live
Dxrk_ Devxl,58:56,YES GET IY LIA
hennyboo,58:57,Wanna is 1v1 cus I think your good
Madison. M,58:57,hi
DepressingCows,58:57,im gonna go :(
AliNinja Plays,58:57,Nice
Laura Novak,58:58,why is this so funny XD
Chris Pedersen,58:58,hiiii SSSniper wolf!
Easle gacha,58:58,wait someone said sempi
Kiarash Shabannezhad,58:58,yessssiiiiiica
Dragon tech,58:58,your my favorite youtuber
ANTHONY T,58:58,do u like the fade skin
Robloxian Girlz,58:59,Hi Sssniperwolf :D
ileana vinod,58:59,sims 4 part
JaNessa Riesgo,58:59,Lol
This weirdo of a Girl,59:00,Hi
Sheila Playz,59:00,love pure vids do u play roblox
Gacha Wolfie,59:00,oh no
up with the joneses,59:00,hiii
Dexter Burley,59:01,Hey
Zara Patel,59:01,you almost got ran over trying to get in 😆
Armandito RDlc,59:05,Helo
Jakobi Jennings,59:05,Hi
Andria Wooten,59:05,Hey lia
Sophie The Unicorn,59:05,Hi can you friend me on Minecraft leah
Lucy HR,59:05,<3
Chaveli Laulys,59:06,u can play music on the car
Kiara MCPHAIL,59:06,Wooooohooooooo
Claire Gilpin,59:06,hiiiii
Kamil Jozwicki,59:06,hi
Dina,59:07,Phi
Maliah Holin,59:07,🐺
Balsem Barhoumi,59:07,that was smuth
katara,59:08,Let’s goooooooooooooo
Greg Davies,59:08,omg
ROYAL SCENTS,59:08,eggs
Baylee Sewell,59:09,Can you please do a A 24 hour portion control that it on the box
wolf playz,59:09,No
Anderson MacDonell,59:09,Hi
kishawn is gaming,59:09,oof
Vanessa Jurado,59:09,I just went deaf
Candace Bland,59:09,im poor
Christiana Gooding,59:10,I love you ❤️💕
eatchicken sssniperwolf iulio,59:10,eatchicken in the house*even tho im new*
Winston Rose,59:10,Go vroom
Nodebem Nweke,59:11,HI
Adelia Mukama,59:11,not enought
Tempele Stewart,59:12,hi lia ur my favorite youtuber
Josh Francois,59:12,🐺 yes I totally join the membership
Maria Nunez,59:13,And i oop
Fxkes,59:13,CARRRRRRE
Silvia Vega,59:13,AGENCY PLSDDD
BTSArmygirl Ya,59:14,Hiiiiii
Kevin Crook,59:14,I’M HAPPY YOU ARE LIVE
two_cats _one_rabbit,59:14,omg I finally am on live with sssniperwolf
mark haskins,59:16,HEY LIA!!!
Anna Martinez,59:16,StAy SaFe
Caleb Wilmoth,59:17,i love that your playing this again
Elle Hayes,59:17,:elbowcough:
Leslie Guerrero,59:17,Yay:yougotthis::yougotthis::yougotthis:
MiaMia,59:18,love ❤️ u Sssniper Wolf 🐺
Evalyn Marquez,59:19,Eeeeeee
Eli and Jamie Squad,59:19,Hi
Fredrik Larsen,59:19,Hiiiiiiiiiiiiiiiiiii
Mel,59:20,Hi
Ashley Lee,59:20,Hi hi
Beth Hilbert,59:20,"If you win I will donate 1,000"
Kylie Doohan Mitchell,59:20,I’m a cat
Donut/ Slimequeen63,59:21,Hi
mckenzy sadler,59:21,hi
grace sullivan,59:21,love you sssniper!
SP - 05AN - Kindree PS (1570),59:22,My brother playing fortnite while I'm watching this ;-;
Arzin the gamer,59:22,there's a add
Fxkes,59:23,Vroom vroom
Chelsea Lowin,59:23,Hi
CR ninja blast god,59:23,whoooo
Hewo_itsHannah,59:23,NOTICE MEH
strim zzy,59:23,who play free fire here
Sirespiergodlypro Lords,59:23,Helllo sniper sexy
Zoe Gacha,59:26,Can you make a custom server so we can play???:yougotthis:
Claire Randolph,59:26,HACKS
Nrc blox,59:26,im coming
NormalWeebNations,59:26,"bruh i know ur playing and the chance u gonna notice me is live 0%, i just wanna say i love ur vids and u urself, keep staying amazing. ty for being who u are!"
Anand sunar,59:26,Nimesh
Fifa Pro,59:26,hi
Emily King,59:27,Shout out?
xXRuby_LoverXx,59:27,LOOL
Lonnie Pete,59:27,My b day is the 19 plz say happy b day I’m a big fan
Maisie The Pineapple,59:31,UR MY FAVORITE YOUTUBER!!!!!!!!!
footballgirl 208,59:31,I like your hair bleached
claire arnold,59:31,HIIII
Snowhusky gacha,59:33,You are so god
grace sullivan,59:33,hi!
Undertale Chara,59:33,😍😚😚
Kano Kuba,59:34,:washhands::washhands::washhands:
Jennifer McClellan,59:35,IM SOO HAPPYYYYY
Pikachu Pikachu,59:35,SKIRTTTTTTTT!!!!!
Archer Shephard,59:35,/i hope you win in this round
Destiny Ishitani,59:35,If my brother was playing and if he was one of ur team mates he would freak
Inssa Diop,59:36,i want to get in a game with you
Its_ Gacha jojo Gacha,59:36,Hi snippet wolf
Sophia Holdren,59:36,Since when were cars in Fortnite
zuzix arbuzix yt,59:36,plz someone reply
Cat Zaynab,59:37,baby's or dog's
Xxcandy unicornxX,59:37,you know my favorite animal is a wolf
John Parkinson,59:38,hello
Alexandra Phillips,59:38,Hii
Wolfpack,59:38,LEGITNESS😎
ArcticWolf _Playz,59:38,Love you
Aneet Chandok,59:38,sorry I have to leave 😥😥😣😣
Ms. Sly Flox,59:38,How is ye with tomato trish
Taffy shaggy YT,59:38,Hi
Kelly Burger,59:39,please notice me lia .🙏
Royale Dimonds,59:39,Oh hi
Scxred__,59:39,hi
Princess Unicorn,59:39,lol
Kim- Sohyeon,59:39,:stayhome::takeout::goodvibes:
Patricia Gao,59:39,Luv you vids
Ellie cookie!,59:40,:stayhome:
Fiona Sala,59:40,Hi
Chandra Boonenberg,59:40,ssniperwolf if you win this game i will donate 5k
•Ťøğä•,59:40,xD
Centaur king Healy,59:41,Epic wolf
Secret Foox,59:42,Nuuuuu!
Eduardo Estrada,59:42,Fav song atm?
Elizabeth Lopez,59:42,lol
Karl-Heinz Hambitzer,59:42,can you bring ash
Lexie Catterall,59:43,pistol is not the best
Itzevieplayz,59:43,Hiiiii
Pooferpish,59:44,SLOW DOWN
Steve Spina,59:44,Sup
Chelsea Lowin,59:44,Hi
lucila garcia,59:44,hey im lucy and im ur biggest fan i love ur vids wish u luck
Lila Perez,59:44,omg i luv ur vids lia!!
Allie McGuire,59:44,XD
Aurora Perez,59:45,👁👄👁🤚
Anand sunar,59:45,Nimesh
Sofiyahs Life,59:45,Hi
layla schaeffer,59:46,happy b day
Valorie Bosch,59:46,신규 회원
Beatrice Williams,59:50,hi everyone
Addi Gurl1262,59:50,OMG
Ellison Family,59:51,Lia give us a riddle
James Lundquist,59:51,FORTNITE!!
Montay Walker,59:51,hi
Repeat studios,59:51,can we play
Yara ElChaar,59:51,:goodvibes:
Louise Wofie,59:51,Pop
Blue_Dogey Productions,59:51,Chats slowing down tho
Glitter Panda402,59:51,hey sniper or lia
Melisa Falcon,59:52,OMG I love you so much 💕💕💕💕💕💕✌👍✋
juju bean,59:52,hi
Julia Curiel,59:52,lol
mr. slapydap,59:53,hijacking in 2020
IIIARCHANGELIII IIIARCHANGELIII IIIARCHANGELIII,59:53,Dang QUEEN LIVE
